[Testování Temporary Voice Kanálů] | [verify] | [Danix25#8367] @ 2021-05-23 15:14:41.443000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:13.034000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:13.034000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:35:15.231000: The bot is not connected to a voice channel.
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:35:15.231000: The bot is not connected to a voice channel.
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:18.324000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:18.324000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:38.422000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:35:38.422000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:35:52.383000: The bot is not connected to a voice channel.
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:36:07.088000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:36:07.088000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:36:12.152000: !join_channel
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:36:12.429000: Neznámý příkaz
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:36:12.429000: Neznámý příkaz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:37:37.080000: !play_song https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:37:37.080000: !play_song https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:37:37.385000: NOT AUTHORISED!
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:37:37.385000: NOT AUTHORISED!
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:37:53.458000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:38:40.784000: !play_song https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:38:40.784000: !play_song https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:38:55.327000: The bot is not connected to a voice channel.
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:38:55.327000: The bot is not connected to a voice channel.
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:39:00.350000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:40:52.443000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:40:52.443000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:40:58.337000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:40:58.337000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:41:00.386000: join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:42:27.123000: !help
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:42:27.435000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:42:27.435000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:57:32.281000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:57:32.281000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:57:32.511000: I'm sorry but you need to be in a voice channel to play music!
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:57:32.511000: I'm sorry but you need to be in a voice channel to play music!
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:57:32.501000: Neznámý příkaz
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:57:32.501000: Neznámý příkaz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:57:43.006000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:58:01.128000: I could not join the voice channel: Error [VOICE_CONNECTION_TIMEOUT]: Connection not established within 15 seconds.
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:58:09.001000: !join
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:58:11.549000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:59:29.550000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:59:31.468000: ✅ **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep** has been added to the queue!
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 18:59:40.410000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 18:59:42.999000: ✅ **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep** has been added to the queue!
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:00:12.682000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:03.361000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:01:07.960000: 🎶 Start playing: **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:26.560000: !volume 100
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:01:26.851000: I set the volume to: **100**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:32.288000: !volume 50
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:01:32.482000: I set the volume to: **50**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:44.485000: !volume 14
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:01:44.746000: I set the volume to: **14**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:57.681000: !leav
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:01:59.981000: !leave
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:02:30.386000: !play gaming music
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:03:04.360000: !play !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:03:06.429000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:03:06.686000: <@798816012027559936>, please wait 3.1 more second(s) before reusing the `play` command.
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:03:14.497000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:03:17.356000: ✅ **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep** has been added to the queue!
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:03:24.031000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:03:26.084000: ✅ **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep** has been added to the queue!
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:03:46.342000: !play https://www.youtube.com/watch?v=LaQj636PJh0
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:03:50.475000: 🎶 Start playing: **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-23 19:04:20.953000: !np
[Testování Temporary Voice Kanálů] | [reaction-role] | [TemporaryVoice#2907] @ 2021-05-23 19:04:21.284000: 🎶 Now playing: **Best Music Mix ♫ No Copyright EDM ♫ Gaming Music Trap, House, Dubstep**
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:54:19.197000: !help
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 04:54:19.409000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:05.019000: !help
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 04:57:05.291000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:22.175000: !mute <@!798816012027559936>
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 04:57:22.399000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:24.383000: a
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:24.948000: a
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:25.272000: a
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 04:57:31.019000: !unmute <@!798816012027559936>
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 04:57:31.150000: Neznámý příkaz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:02:40.107000: !work
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:02:40.313000: <@798816012027559936> získal si 66 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:02:43.495000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:02:43.690000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:02:48.321000: !work
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:02:48.545000: <@798816012027559936> získal si 64 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:23.679000: !work
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:23.902000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:27.572000: !work
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:27.788000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:29.837000: !wk
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:30.022000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:31.294000: "wk
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:32.654000: !wk
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:32.829000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:34.157000: !wk
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:34.332000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:37.179000: !wk
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:37.357000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:03:39.510000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:03:39.804000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:05:17.521000: !crime
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:05:17.695000: <@798816012027559936> ukradl si 388 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:05:20.208000: !crime
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:05:20.388000: <@798816012027559936> ukradl si 341 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:05:22.337000: !crime
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:05:22.518000: <@798816012027559936> ukradl si 387 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:05:24.461000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:05:24.645000: 
[MaxWorld5] | [příchody-a-odchody-lidí] | [MEE6#4876] @ 2021-05-24 05:08:36.450000: Čau <@845350653659709491>, vítej na palubě.
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:28.158000: !help
[MaxWorld5] | [ovládání-music-botů] | [Rythm#3722] @ 2021-05-24 05:09:28.268000: 
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:28.465000: 
[MaxWorld5] | [ovládání-music-botů] | [MEE6#4876] @ 2021-05-24 05:09:28.755000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:37.360000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:37.549000: <@798816012027559936> ukradl si 137 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:39.483000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:39.828000: <@798816012027559936> ukradl si 362 peněz
[MaxWorld5] | [příchody-a-odchody-lidí] | [MEE6#0000] @ 2021-05-24 05:09:41.456000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:43.618000: !work
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:43.818000: <@798816012027559936> získal si 1 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:45.515000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:45.699000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:09:57.970000: !serverinfo
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:09:58.178000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:10:10.323000: !shop
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:10:10.528000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:10:19.635000: !buy Hodinky
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:10:19.832000: Získal si 1 Hodinky
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:10:23.916000: !bag
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:10:24.105000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:10:30.685000: !meme
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:10:31.710000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:21:22.475000: !send <@845350653659709491>  100
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:21:22.743000: <@798816012027559936> Dostal FlashWolf#2907 100 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:21:45.183000: !bal <@845350653659709491>
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:21:45.312000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:22:01.504000: !withdraw 200
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:22:01.800000: Nemáš dostatek peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:22:11.444000: !deposit 200
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:22:11.636000: <@798816012027559936> Deposit 200 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:22:16.895000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:22:17.058000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:23:01.701000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:23:01.986000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 05:23:09.700000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 05:23:09.989000: <@798816012027559936> ukradl si 149 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 05:23:16.348000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 05:23:16.510000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:27:03.535000: !help
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:03.763000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:27:39.975000: !giveaway
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:40.198000: Pojďme začít s nastavením soutěže. Budou ti položeny otázky a ty na ně musíš odpovědět do 15 vteřin
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:40.374000: Ve kterém kanálu chceš soutěž pořádat ?
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:27:45.403000: <#845559318727753768>
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:45.591000: Jak dlouho bude trvat soutěž (s|m|h|d)
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:27:48.693000: 10s
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:48.952000: O co se bude hrát (cena) ?
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:27:53.882000: NIC
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:27:54.056000: Soutěž proběhne v <#845559318727753768> v posledních 10s sekundách
[Testování Temporary Voice Kanálů] | [welcome] | [FlashWolf#2907] @ 2021-05-24 08:27:54.248000: 
[Testování Temporary Voice Kanálů] | [welcome] | [FlashWolf#2907] @ 2021-05-24 08:28:06.471000: Gratuluji! <@798816012027559936> vyhrál NIC!
[Testování Temporary Voice Kanálů] | [welcome] | [Danix25#8367] @ 2021-05-24 08:28:13.253000: !new Nahlaseni hrace
[Testování Temporary Voice Kanálů] | [ticket-3] | [FlashWolf#2907] @ 2021-05-24 08:28:13.988000: 
[Testování Temporary Voice Kanálů] | [welcome] | [FlashWolf#2907] @ 2021-05-24 08:28:14.291000: 
[Testování Temporary Voice Kanálů] | [ticket-3] | [Danix25#8367] @ 2021-05-24 08:28:57.349000: !close
[Testování Temporary Voice Kanálů] | [ticket-3] | [FlashWolf#2907] @ 2021-05-24 08:28:57.638000: 
[Testování Temporary Voice Kanálů] | [ticket-3] | [Danix25#8367] @ 2021-05-24 08:29:03.931000: Close
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:29:14.331000: !work
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:29:14.568000: <@798816012027559936> získal si 1 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:29:19.337000: !crime
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:29:19.557000: <@798816012027559936> ukradl si 156 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:29:26.146000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:29:26.362000: 
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 08:29:39.144000: !shop
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 08:29:40.066000: 
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:03:59.353000: !rob <@!798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:03:59.706000: <@736295774232510504> okradl Danix25#8367 o 1101 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:06.068000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:06.296000: <@736295774232510504> ukradl si 109 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:08.950000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:09.099000: <@736295774232510504> ukradl si 259 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:11.960000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:12.142000: <@736295774232510504> ukradl si 329 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:15.022000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:15.198000: <@736295774232510504> ukradl si 357 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:17.849000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:18.066000: <@736295774232510504> ukradl si 487 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:22.381000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:22.592000: <@736295774232510504> ukradl si 465 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:28.564000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:28.749000: <@736295774232510504> ukradl si 177 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:31.256000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:31.375000: <@736295774232510504> ukradl si 159 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:33.687000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:33.849000: <@736295774232510504> ukradl si 227 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:36.802000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:37.011000: <@736295774232510504> ukradl si 267 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:40.721000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:41.006000: <@736295774232510504> ukradl si 99 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:43.183000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:43.316000: <@736295774232510504> ukradl si 87 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:46.388000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:46.572000: <@736295774232510504> ukradl si 411 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:48.516000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:48.735000: <@736295774232510504> ukradl si 185 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:04:52.049000: !crime
